slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
onramper,Onramper,onramper.png,"Fiat-to-crypto onramp and offramp aggregator offering a single integration to 30+ ramp providers, 130+ payment methods, and AI-based smart routing for optimal conversion and KYC re-use.","https://www.onramper.com/","https://docs.onramper.com/docs/getting-started",,,,,,,FALSE,
onto,ONTO,onto.png,"Decentralized multi-chain wallet for digital asset management and on-chain identity, supporting 400+ dApps, cross-chain swaps, NFTs, and single-key multi-chain control.","https://onto.app/","https://docs.onto.app/",,,,,,,FALSE,
op-analytics,OP Analytics,op-analytics.png,"Open-source repository of onchain data utilities, references, and analytics for the Optimism Superchain, maintained by the Optimism Foundation.","https://github.com/ethereum-optimism/op-analytics",,,ethereum-optimism/op-analytics,,,,,FALSE,
openfort,Openfort,openfort.png,"Wallet infrastructure and SDK for developers to embed wallets, manage keys, automate transactions at scale, and integrate with AI agents","https://www.openfort.io/","https://www.openfort.io/docs",,,,,,,FALSE,
openmask,OpenMask,openmask.png,"Open-source TON blockchain browser extension wallet with Ton Connect 2.0 support, Jetton and NFT management, Ledger integration, and mainnet/testnet switching.","https://www.openmask.app/","https://www.openmask.app/docs",,,,,,,FALSE,
opensvm,OpenSVM,opensvm.png,Solana ecosystem infrastructure provider offering MCP servers and tools for Solana RPC integrations in AI agent environments,"https://github.com/openSVM/solana-mcp-server","https://github.com/openSVM/solana-mcp-server",,openSVM/solana-mcp-server,,,,,FALSE,
openzeppelin,OpenZeppelin,openzeppelin.png,"Smart contract security platform providing battle-tested open-source Solidity contract libraries, automated security tooling, and professional audit services for onchain finance development.","https://www.openzeppelin.com/","https://docs.openzeppelin.com/",OpenZeppelin,OpenZeppelin,,,,,FALSE,
optimism,Optimism,optimism.png,"Ethereum Layer 2 ecosystem providing OP Mainnet and the open-source OP Stack framework for launching scalable, customizable L2 blockchains with Ethereum-grade security.","https://www.optimism.io/","https://docs.optimism.io/",optimism,ethereum-optimism,,,,,FALSE,
ora,ORA,ora.png,"Decentralized AI oracle (OAO) protocol enabling on-chain verifiable AI inference for smart contracts, with an Initial Model Offering (IMO) framework for tokenizing AI models and a decentralized node operator network.","https://www.ora.io/","https://docs.ora.io/",,,,,,,FALSE,
orbit-db,Orbit DB,orbit-db.png,"It provides a serverless, distributed, peer-to-peer database for building decentralized applications","https://orbitdb.org/",,,,,,,,FALSE,
orbiter-finance,Orbiter Finance,orbiter-finance.png,ZK-technology based Ethereum ecosystem cross-chain bridge and acceleration engine focused on reducing L2 gas costs and improving transaction throughput.,"https://orbiter.finance","https://docs.orbiter.finance",Orbiter_Finance,Orbiter-Finance,,,,,FALSE,
orbitflare,OrbitFlare,orbitflare.png,"Solana infrastructure provider delivering raw Turbine shreds via UDP, enabling low-latency access to transaction data before block confirmation.","https://orbitflare.com/","https://docs.orbitflare.com/welcome",,,,,,,FALSE,
orbs,Orbs,orbs.png,"Decentralized Layer-3 blockchain protocol running over Ethereum and TON, providing infrastructure for advanced on-chain DeFi trading including aggregated liquidity, advanced order types, and decentralized derivatives execution via permissionless PoS validators.","https://www.orbs.com/","https://docs.orbs.network/v3",,,,,,,FALSE,
orderly,Orderly,orderly.png,"Trading infrastructure platform providing APIs, SDKs, and smart contracts for builders to launch decentralized exchanges on shared liquidity","https://orderly.network/","https://orderly.network/docs/introduction/getting-started/what-is-orderly",,,,,,,FALSE,
ormi-labs,Ormi Labs,ormi-labs.png,"Decentralized blockchain indexing infrastructure providing real-time data APIs for DeFi, NFTs, and on-chain analytics across 30+ networks","https://ormilabs.com/","https://docs.ormilabs.com/",,,,,,,FALSE,
orochi-network,Orochi Network,orochi-network.png,"Zero-knowledge verifiable data infrastructure providing a decentralized oracle (Orocle), verifiable randomness (Orand), and a ZK-backed database for Web3 and RWA applications.","https://orochi.network/","https://docs.orochi.network/",,,,,,,FALSE,
owlto-finance,Owlto Finance,owlto-finance.png,Decentralized omnichain liquidity protocol integrating AI and zero-knowledge proofs for secure cross-chain asset transfers with reduced transaction costs,"https://owlto.finance/","https://docs.owlto.finance/",,,,,,,FALSE,
ownbit,Ownbit,ownbit.png,Non-custodial multi-signature cryptocurrency wallet designed for secure asset management and institutional use,"https://ownbit.io/",,,,,,,,FALSE,
oxenflow,Oxenflow,oxenflow.png,Non-custodial trading and wallet platform enabling peer-to-peer exchange of digital assets across blockchains,"https://oxenflow.io/",,,,,,,,FALSE,
paintswap,Paintswap,paintswap.png,"A fast, scalable VRF providing fully verifiable on-chain randomness from request to fulfillment, without any additional fees.","https://vrf.paintswap.io/","https://vrf.paintswap.io/documentation",,,,,,,FALSE,
pancakeswap,PancakeSwap,pancakeswap.png,Provides cross-chain bridge services for Web3 developers and users.,"https://bridge.pancakeswap.finance/","https://docs.pancakeswap.finance/",,,,,,,FALSE,
particle,Particle,particle.png,"It offers modular SDKs and infrastructure for building chain-agnostic Web3 applications with a simplified, Web2-like user experience","https://particle.network/","	https://developers.particle.network/intro/introduction",ParticleNtwrk,Particle-Network,,,,,FALSE,
paypal,PayPal,paypal.png,Provides wallet solutions for Web3 developers and users.,"https://www.paypal.com/us/digital-wallet/manage-money/crypto",,,,,,,,FALSE,
pera,Pera,pera.png,"Provides analytics products, explorer services, and wallet solutions for Web3 developers and users.","https://perawallet.app/",,,,,,,,FALSE,
petra,Petra,petra.png,Provides wallet solutions for Web3 developers and users.,"https://petra.app/",,,,,,,,FALSE,
phantom,Phantom,phantom.png,Provides wallet solutions and SDK tooling for Web3 developers and users.,"https://phantom.com/","https://docs.phantom.com/introduction",,,,,,,FALSE,
pheasant-network,Pheasant Network,pheasant-network.png,Provides cross-chain bridge services for Web3 developers and users.,"https://pheasant.network","https://docs.pheasant.network/",,,,,,,FALSE,
pier,Pier,pier.png,Provides wallet solutions for Web3 developers and users.,"https://docs.pierwallet.com/","https://docs.pierwallet.com/",,,,,,,FALSE,
pillar,Pillar,pillar.png,Provides wallet solutions for Web3 developers and users.,"https://pillar.fi/",,,,,,,,FALSE,
pimlico,Pimlico,pimlico.png,"Infrastructure platform for building smart accounts with bundlers, verifying paymasters, and ERC-20 paymasters for gas sponsorship and enhanced transaction flows","https://www.pimlico.io/",,,,,,,,FALSE,
pk910-pow-faucet,PK910 PoW Faucet,pk910-pow-faucet.png,Provides faucet services for Web3 developers and users.,,,,,,,,,FALSE,
pnf-software,PNF Software,pnf-software.png,"It is a powerful interactive reverse-engineering platform used for the disassembly, decompilation, debugging, and analysis of complex code and document files","https://www.pnfsoftware.com/jeb/manual/ethereum/",,,,,,,,FALSE,
polkadot-js,Polkadot.JS,polkadot-js.png,Provides explorer services for Web3 developers and users.,,,,,,,,,FALSE,
polkawallet,Polkawallet,polkawallet.png,Provides wallet solutions for Web3 developers and users.,"https://polkawallet.io/",,,,,,,,FALSE,
polygon,Polygon,polygon.png,Provides developer services for Web3 developers and users.,"https://docs.polygon.technology/tools/gas/polygon-gas-station/","https://docs.polygon.technology/tools/gas/polygon-gas-station/",,,,,,,FALSE,
polyhedra-network,Polyhedra Network,polyhedra-network.png,Provides cross-chain bridge services for Web3 developers and users.,"https://expchain.polyhedra.network/bridge","https://docs.polyhedra.network/expchain/bridge/",,,,,,,FALSE,
polyzoa,Polyzoa,polyzoa.png,Developer tool provider in the Web3 space that offers an anti-scam security layer for blockchain infrastructure,"https://www.polyzoa.xyz/",,,,,,,,FALSE,
portal,Portal,portal.png,Provides platform services for Web3 developers and users.,"https://www.portalhq.io/get-started","https://docs.portalhq.io/",,,,,,,FALSE,
portalsprotocol,Portals Protocol,portalsprotocol.png,Builds Solana DeFi infrastructure and MCP server access for AI agents,"https://github.com/portalsprotocol/mcp-server","https://github.com/portalsprotocol/mcp-server",,portalsprotocol/mcp-server,,,,,FALSE,
powergate,Powergate,powergate.png,Textile Powergate SDK for building on Filecoin,"https://docs.textile.io/powergate/","https://docs.textile.io/powergate/",,textileio/powergate,,,,,FALSE,
prb-test,PRB Test,prb-test.png,"It is a modern collection of testing assertions and logging utilities for Solidity, and is meant to be a drop-in replacement for DSTest",,,,PaulRBerg/prb-test,,,,,FALSE,
privy,Privy,privy.png,"Securely spin up whitelabel wallets, sign transactions and integrate onchain infrastructure-all through one simple API","https://docs.privy.io/welcome","https://docs.privy.io/welcome",,,,,,,FALSE,
protofire,Protofire,protofire.png,Provides oracle services for Web3 developers and users.,"https://protofire.io","https://docs.somnia.network/developer/building-dapps/oracles/protofire-price-feeds",,,,,,,FALSE,
publicnode,PublicNode,publicnode.png,Provides API infrastructure for Web3 developers and users.,"https://publicnode.com/",,,,,,,,FALSE,
pyth-network,Pyth Network,pyth-network.png,Provides oracle services for Web3 developers and users.,"https://www.pyth.network/",,,,,,,,FALSE,
quex,Quex,quex.png,Provides oracle services for Web3 developers and users.,,,,,,,,,FALSE,
quicknode,QuickNode,quicknode.png,"Provides API infrastructure, SDK tooling, and faucet services for Web3 developers and users.","https://faucet.quicknode.com/drip","https://www.quicknode.com/docs/welcome",,,,,,,FALSE,
rabby,Rabby,rabby.png,Provides wallet solutions for Web3 developers and users.,"https://rabby.io/",,,,,,,,FALSE,
radiumblock,RadiumBlock,radiumblock.png,Provides API infrastructure for Web3 developers and users.,"https://radiumblock.com/contact.html",,,,,,,,FALSE,
raid-guild,Raid Guild,raid-guild.png,"It offers features like accelerated Web3 onboarding with pre-built components for common interactions, essential integrations with Web3Modal, ENS, and Gnosis Safe Apps, and smart contract interaction",,,,raid-guild/quiver,,,,,FALSE,
rainbow,Rainbow,rainbow.png,Provides wallet solutions for Web3 developers and users.,"https://rainbow.me/en/",,,,,,,,FALSE,
rainbowkit,RainbowKit,rainbowkit.png,Open-source toolkit providing customizable React components for wallet connection UIs enabling seamless Ethereum wallet integrations,"https://rainbowkit.com/docs/introduction","https://rainbowkit.com/docs/introduction",,,,,,,FALSE,
ramp-network,Ramp Network,ramp-network.png,Provides fiat on/off-ramp services for Web3 developers and users.,"https://rampnetwork.com/",,,,,,,,FALSE,
rango,Rango,rango.png,Provides cross-chain bridge services for Web3 developers and users.,"https://rango.exchange/","https://docs.rango.exchange/",,,,,,,FALSE,
rarible,Rarible,rarible.png,"It simplifies building NFT applications by providing an abstraction layer over multiple blockchains, allowing developers to easily create, mint, sell, buy, transfer and query NFTs without deep blockchain specifics","https://docs.rarible.org/docs/introduction","https://docs.rarible.org/docs/introduction",,,,,,,FALSE,
reclaim-protocol,Reclaim Protocol,reclaim-protocol.png,"It provides developers with SDKs and tools to integrate user identity, activity and reputation data from websites into applications using privacy-preserving zero-knowledge proofs.","https://docs.reclaimprotocol.org/",,,,,,,,FALSE,
redstone,RedStone,redstone.png,Provides oracle services for Web3 developers and users.,"https://www.redstone.finance/",,,,,,,,FALSE,
reflector,Reflector,reflector.png,Provides oracle services for Web3 developers and users.,"https://reflector.network/docs","https://reflector.network/docs",,,,,,,FALSE,
relay,Relay,relay.png,Provides cross-chain bridge services for Web3 developers and users.,"https://relay.link/bridge?showLandingPanel=1","https://docs.relay.link/what-is-relay",,,,,,,FALSE,
remix,Remix,remix.png,Open-source online IDE for writing compiling and debugging Ethereum smart contracts,"https://remix-ide.readthedocs.io/en/latest/","https://remix-ide.readthedocs.io/en/latest/",,,,,,,FALSE,
reown,Reown,reown.png,"Tools to build user-friendly smart wallets with social login, paymaster configuration for gas fees sponsorship and chain abstraction for seamless UX","https://reown.com/","https://docs.reown.com/",,,,,,,FALSE,
reth,Reth,reth.png,It is an Ethereum execution client and developer toolkit (SDK) that allows developers to run high-performance Ethereum nodes and build custom blockchain infrastructure using its modular components as libraries,"https://reth.rs/sdk/",,,,,,,,FALSE,
rhinofi,RhinoFi,rhinofi.png,Provides cross-chain bridge services for Web3 developers and users.,"https://app.rhino.fi/bridge","https://docs.rhino.fi/get-started/introduction",,,,,,,FALSE,
rivet-clev,Rivet.clev,rivet-clev.png,"It is cloud platform for building and scaling stateful backends with a focus on real-time applications, such as AI agents, multiplayer games and collaborative tools","https://www.rivet.dev/cloud/",,,,,,,,FALSE,
robot-framework-solidity-testing-toolkit,Robot Framework Solidity Testing Toolkit,robot-framework-solidity-testing-toolkit.png,"It provides keyword-driven automation for testing, deploying and monitoring Solidity smart contracts on EVM-compatible blockchains",,,,jg8481/Robot-Framework-Solidity-Testing-Toolkit,,,,,FALSE,
rockx,RockX,rockx.png,Provides faucet services for Web3 developers and users.,"https://www.rockx.com/",,,,,,,,FALSE,
rodi-software,Rodi Software,rodi-software.png,Provides faucet services for Web3 developers and users.,"https://rodisoftware.com/sophia_survey/faucet.php",,,,,,,,FALSE,
rollup-codes,Rollup.codes,rollup-codes.png,It provides resources and data to help developers building on rollups select the optimal configurations and integrate third-party services,"https://www.rollup.codes/linea",,,,,,,,FALSE,
ronin,Ronin,ronin.png,Provides wallet solutions for Web3 developers and users.,"https://wallet.roninchain.com/",,,,,,,,FALSE,
router-protocol,Router Protocol,router-protocol.png,Provides cross-chain bridge services for Web3 developers and users.,"https://routernitro.com/swap","https://docs.routerprotocol.com/",,,,,,,FALSE,
routescan,Routescan,routescan.png,Provides explorer services for Web3 developers and users.,"https://routescan.io/","https://routescan.io/documentation/api/etherscan-like/accounts",,,,,,,FALSE,
rpcfast,RPCFast,rpcfast.png,Provides API infrastructure for Web3 developers and users.,"https://rpcfast.com/","https://docs.rpcfast.com/rpc-fast-saas-eth-bsc-ar-polygon-velas/pricing-and-plans",,,,,,,FALSE,
rubic,Rubic,rubic.png,Provides cross-chain bridge services for Web3 developers and users.,"https://rubic.exchange","https://docs.rubic.finance/rubic/overview/overview",,,,,,,FALSE,
rust-ethereum-abi,Rust Ethereum ABI,rust-ethereum-abi.png,It provides functionality for encoding and decoding data that allows external applications and other smart contracts written in Rust to interact seamlessly with smart contracts on the Ethereum blockchain and other EVM-compatible networks,,,,rust-ethereum/ethabi,,,,,FALSE,
saakuru,Saakuru,saakuru.png,Provides wallet solutions for Web3 developers and users.,"https://www.saakuru.com/app",,,,,,,,FALSE,
sablier,Sablier,sablier.png,"It provides the infrastructure for developers and businesses to build applications that manage on-chain token distribution, replacing traditional, discrete lump-sum payments","https://sablier.com/",,,,,,,,FALSE,
safe,Safe,safe.png,Provides security tooling and wallet solutions for Web3 developers and users.,"https://safe.global/","https://docs.safe.global/home/what-is-safe",,,,,,,FALSE,
safe-by-protofire,SAFE by Protofire,safe-by-protofire.png,Provides wallet solutions for Web3 developers and users.,"https://safe.filecoin.io/",,,,,,,,FALSE,
safepal,SafePal,safepal.png,Provides wallet solutions for Web3 developers and users.,"https://www.safepal.com/en/",,,,,,,,FALSE,
safeswap,SafeSwap,safeswap.png,Provides cross-chain bridge services for Web3 developers and users.,"https://app.safeswap.io/","https://docs.safeswap.io/",,,,,,,FALSE,
sardine,Sardine,sardine.png,Provides fiat on/off-ramp services for Web3 developers and users.,"https://www.sardine.ai/",,,,,,,,FALSE,
scaffold-eth,Scaffold ETH,scaffold-eth.png,"It streamlines the complex development process by providing a pre-configured template that integrates a local blockchain environment, smart contract development tools, and a dynamic frontend",,,,scaffold-eth/scaffold-eth-2,,,,,FALSE,
secux,SecuX,secux.png,Provides wallet solutions for Web3 developers and users.,"https://secuxtech.com/",,,,,,,,FALSE,
seda,Seda,seda.png,Provides oracle services for Web3 developers and users.,"https://docs.seda.xyz/home","https://docs.seda.xyz/home",,,,,,,FALSE,
sender,Sender,sender.png,Provides wallet solutions for Web3 developers and users.,"https://docs.senderwallet.io/",,,,,,,,FALSE,
sentry-by-aleno,Sentry by Aleno,sentry-by-aleno.png,Provides analytics products for Web3 developers and users.,"https://docs.aleno.ai/apis/rest-v1","https://docs.aleno.ai/apis/rest-v1",,,,,,,FALSE,
sequence,Sequence,sequence.png,"It enables the integration of blockchain and web3 functionalities into applications and games, primarily by abstracting the technical complexities of cryptocurrency for the end user","https://support.sequence.xyz/en/article/what-is-the-difference-between-free-and-paid-tiers-1oelkv/","https://docs.sequence.xyz/sdk/overview",,,,,,,FALSE,
shyft,Shyft,shyft.png,"It is a Solana-focused blockchain infrastructure provider offering high-performance RPC nodes, gRPC streaming, and DeFi APIs to simplify development on Solana","https://shyft.to/","https://docs.shyft.to/",,,,,,,FALSE,
sign-protocol,Sign Protocol,sign-protocol.png,"It offers a suite of tools and APIs for integrating blockchain-based, legally compliant document signing and data verification functionalities into other Web3 applications","https://docs.ethsign.xyz/","https://docs.ethsign.xyz/",,,,,,,FALSE,
slowmist,SlowMist,slowmist.png,"Blockchain ecosystem security firm operating MistTrack, a crypto tracing and AML compliance platform supporting 19 blockchain networks","https://www.slowmist.com/","https://docs.misttrack.io/openapi/overview",SlowMist_Team,slowmist.FALSE.
smartmuv,SmartMuv,smartmuv.png,"It facilitate solidity smart contract analysis, deep storage data extraction, and migration","https://smartmuv.app/",,,,,,,,FALSE,
smolrefuel,SmolRefuel,smolrefuel.png,Provides cross-chain bridge services for Web3 developers and users.,"https://smolrefuel.com","https://docs.smolrefuel.com",,,,,,,FALSE,
socket-tech,Socket,socket.png,"The first chain-abstraction protocol, leveraging Modular Order Flow Auctions (MOFA) to allow developers to compose with any app, user, and asset across chains.","https://www.socket.tech/","https://docs.socket.tech/",,,,,,,FALSE,
solana,Solana,solana.png,Provides explorer services and faucet services for Web3 developers and users.,"https://faucet.solana.com/",,,,,,,,FALSE,
solanamcp,SolanaMCP,solanamcp.png,Builds Solana Agent Kit MCP server integrations for AI agent workflows on Solana,"https://github.com/solanamcp/solana-mcp","https://github.com/solanamcp/solana-mcp",,solanamcp/solana-mcp,,,,,FALSE,
solar-wallet,Solar Wallet,solar-wallet.png,Provides wallet solutions for Web3 developers and users.,"https://solarwallet.io/",,,,,,,,FALSE,
solflare,Solflare,solflare.png,Provides wallet solutions for Web3 developers and users.,"https://docs.solflare.com/solflare","https://docs.solflare.com/solflare",,,,,,,FALSE,
somnia,Somnia,somnia.png,Provides API infrastructure and explorer services for Web3 developers and users.,"https://browser.somnia.network/","https://docs.somnia.network/",,,,,,,FALSE,
somnia-network,Somnia Network,somnia-network.png,Provides faucet services for Web3 developers and users.,"https://testnet.somnia.network/",,,,,,,,FALSE,
sonic,Sonic,sonic.png,Provides explorer services for Web3 developers and users.,"https://explorer.soniclabs.com/",,,,,,,,FALSE,
soroban-cli,Soroban CLI,soroban-cli.png,"CLI for developing, testing, and deploying Soroban smart contracts","https://github.com/stellar/stellar-cli","https://github.com/stellar/stellar-cli",,stellar/stellar-cli,,,,,FALSE,
sorted,Sorted,sorted.png,Provides wallet solutions for Web3 developers and users.,"https://www.sorted.io/wallet",,,,,,,,FALSE,
spectrum,Spectrum,spectrum.png,"Provides reliable, scalable, secure, high quality RPC and API solutions to 200+ blockchain networks","https://spectrumnodes.com/#hero","https://spectrumnodes.gitbook.io/docs/",SpectrumNodes,,,spectrumnodes,spectrum-nodes,,FALSE,
tableland,Tableland,tableland.png,"It allows developers to store, manage, and query structured data for decentralized applications using familiar SQL statements, with access control and ownership tied to the blockchain","https://tableland.xyz/","https://docs.tableland.xyz/",,,,,,,FALSE,
tact,Tact,tact.png,"High-level, strongly-typed programming language for TON smart contracts designed with TypeScript and Rust-like familiarity for developers.","https://tact-lang.org/","https://docs.tact-lang.org/",,,,,,,FALSE,
taho,Taho,taho.png,"100% open-source, community-owned Ethereum browser extension wallet governed by DAO, offering self-custodial key management, cheap swaps, NFT gallery and reliable Ledger integration with no hidden fees.","https://taho.xyz/",,,,,,,,FALSE,
taiko,Taiko,taiko.png,Provides developer infrastructure and bridge services for Web3 developers and users.,"https://taiko.xyz/","https://docs.taiko.xyz/",taikoxyz,taikoxyz,taikoxyz,taikoxyz,,,FALSE,
talisman,Talisman,talisman.png,"Self-custodial multi-chain browser extension wallet supporting 900+ networks across Polkadot, EVM, and Solana, with integrated staking, a DeFi portal for swapping and portfolio management, and fully open-source, audited code.","https://talisman.xyz/","https://docs.talisman.xyz/talisman",,,,,,,FALSE,
tally,Tally,tally.png,"Governance infrastructure providing voting dashboards, delegation tools, and on-chain governance integration for Web3 DAOs and protocols","https://www.tally.xyz/","https://docs.tally.xyz/",,,,,,,FALSE,
tangem,Tangem,tangem.png,"NFC-powered hardware wallet card with EAL6+-certified chip, supporting 16,000+ assets across 85+ networks with no battery required, an optional seedless backup model, and built-in buying, swapping, and staking in the companion app.","https://tangem.com/",,,,,,,,FALSE,
tatum,Tatum,tatum.png,"Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience","https://tatum.io/","https://docs.tatum.io/",tatum_io,tatumio,,,,,FALSE,
tellor,Tellor,tellor.png,"Permissionless oracle layer where reporters produce data directly through decentralized participation, enabling custom data types and censorship-resistant data feeds without reliance on centralized APIs.","https://tellor.io/","https://docs.tellor.io/tellor/",,,,,,,FALSE,
temple-wallet,Temple-Wallet,temple-wallet.png,"Multi-chain wallet for Tezos, Etherlink, and EVM networks with built-in swap, buy, staking, and NFT management, available as a browser extension and mobile app.","https://www.templewallet.com/","https://docs.templewallet.com/",,,,,,,FALSE,
tenderly,Tenderly,tenderly.png,"Full-stack Web3 infrastructure platform providing virtual testnets, node RPC, developer explorer, and smart contract simulation tools for building and testing applications on Ethereum and EVM-compatible networks.","https://tenderly.co/","https://docs.tenderly.co/",TenderlyApp,Tenderly,fBvDJYR,,company/tenderlydev,,FALSE,
the-graph,The Graph,the-graph.png,"Decentralized indexing protocol for querying blockchain data using GraphQL subgraphs, enabling developers to build and publish open APIs without running indexing infrastructure.","https://thegraph.com/","https://thegraph.com/docs/en/",graphprotocol,graphprotocol,,,,,FALSE,
the-indexing-company,The Indexing Company,the-indexing-company.png,Onchain data infrastructure service providing real-time and historical blockchain data pipelines across 100+ networks with sub-second block-to-storage latency and direct integration to user storage layers.,"https://www.indexing.co/","https://docs.indexing.co/guide/overview",,,,,,,FALSE,
thirdweb,Thirdweb,thirdweb.png,"Full-stack Web3 development platform providing wallet infrastructure, cross-chain bridges, token launch tools, payment APIs, and SDKs for TypeScript, React, .NET, Unity, and Unreal Engine.","https://thirdweb.com/","https://portal.thirdweb.com/",thirdweb,thirdweb-dev,,,,,FALSE,
thx-network,THX Network,thx-network.png,Web3 quests and rewards platform for gaming and fintech apps that offered campaign APIs for loyalty and engagement programs; ceased operations in February 2025.,"https://docs.thx.network/","https://docs.thx.network/campaign-managers/getting-started",,,,,,,FALSE,
token-terminal,token terminal,token-terminal.png,Full-stack onchain data platform that standardizes financial and alternative data for blockchains and DeFi protocols using traditional finance KPIs and metrics,"https://tokenterminal.com/","https://tokenterminal.com/docs",tokenterminal,token-terminal,,,,,FALSE,
tokenpocket,TokenPocket,tokenpocket.png,"Non-custodial multi-chain wallet supporting 1,000+ networks including Ethereum, Bitcoin, Solana and BNB Chain, with built-in DApp browser, cross-chain swaps and DeFi access.","https://www.tokenpocket.pro/","https://help.tokenpocket.pro/en",,,,,,,FALSE,
tokenview,TokenView,tokenview.png,"Multi-chain blockchain data API platform providing RESTful endpoints for wallet transactions, balances, token data, NFTs, and DeFi analytics across multiple chains in JSON, CSV, and webhook formats.",,,,,,,,,FALSE,
ton,TON,ton.png,"Fast, scalable Layer 1 blockchain (The Open Network) integrated with Telegram, enabling instant apps, global payments, digital identity, and decentralized services for mass adoption.","https://ton.org/","https://docs.ton.org/",,,,,,,FALSE,
ton-api,TON API,ton-api.png,"Software-as-a-Service platform providing APIs, SDKs, and developer tools for building applications on the TON blockchain with support for HTTP, indexed, and ADNL protocols","https://tonapi.io/","https://docs.tonconsole.com/tonapi",,,,,,,FALSE,
ton-cli,TON CLI,ton-cli.png,"A command-line interface for compiling, testing, and deploying FunC smart contracts on the TON blockchain, commonly used in low-level TON development workflows","https://github.com/disintar/toncli",,,disintar/toncli,,,,,FALSE,
ton-lite-client,TON Lite Client,ton-lite-client.png,"The official lightweight client for interacting directly with the TON blockchain, forming the underlying protocol used by most TON RPC and API providers","https://github.com/ton-core/ton-lite-client",,,ton-core/ton-lite-client,,,,,FALSE,
ton-sandbox,Ton Sandbox,ton-sandbox.png,A tool that allows developers to run a local instance of the TON blockchain for rapid smart contract testing and debugging,"https://github.com/ton-org/sandbox",,,ton-org/sandbox,,,,,FALSE,
tonconnect-sdk,TonConnect SDK,tonconnect-sdk.png,SDK for TON Connect 2.0 protocol enabling secure communication between TON wallets and decentralized applications (dApps) with standard authentication.,"https://ton-connect.github.io/sdk/",,,,,,,,FALSE,
tonhub,Tonhub,tonhub.png,"Non-custodial TON blockchain wallet with built-in DeFi features, developer Connect API, wallet extensions, and a Sandbox testnet wallet for developers.","https://tonhub.com/","https://docs.tonhub.com/docs/getting-started",,,,,,,FALSE,
tonkeeper,Tonkeeper,tonkeeper.png,"Self-custody non-custodial wallet for The Open Network (TON), providing secure key management and asset control on iOS, Android, and as a browser extension.","https://tonkeeper.com/",,,,,tonkeeper,,,FALSE,
tonstat,TonStat,tonstat.png,"Data platform providing daily metrics and insights for The Open Network (TON) blockchain, including transaction volumes, network performance, fees, token supply, and deflationary mechanisms.","https://www.tonstat.com/",,,,,,,,FALSE,
tonviewer,TonViewer,tonviewer.png,"TON blockchain explorer for browsing transactions, wallets, and network statistics, with an integrated catalog of TON ecosystem applications.","https://tonviewer.com/",,,,,,,,FALSE,
toolblox,Toolblox,toolblox.png,"No-code platform for building, deploying and managing smart contracts and decentralized applications on various blockchain networks","https://www.toolblox.net/",,,,,,,,FALSE,
transak,Transak,transak.png,"Fiat on/off-ramp developer integration toolkit supporting 136+ cryptocurrencies across 64 countries, with customizable SDK, white-label API, and built-in KYC and compliance tools.","https://transak.com/","https://docs.transak.com/docs/what-is-transak",,,,,,,FALSE,
transporter,Transporter,transporter.png,"Cross-chain token bridge powered by Chainlink CCIP, enabling secure asset transfers across Ethereum, Arbitrum, Optimism, Base, Polygon, Avalanche, BNB Chain, and other networks.","https://www.transporter.io/",,,,,,,,FALSE,
trezor-via-metamask,Trezor (via MetaMask),trezor-via-metamask.png,"Trezor hardware wallet integration for MetaMask, enabling cold storage transaction signing where private keys remain on the Trezor device while MetaMask acts as the user interface.","https://trezor.io/",,,,,,,,FALSE,
triangle,Triangle,triangle.png,"Provides Web3 wallet infrastructure, smart accounts, and dedicated blockchain node services with multi-chain compatibility and enterprise-grade MPC custody solutions","https://www.triangleplatform.com/",,,,,,,,FALSE,
triangle-platform,Triangle Platform,triangle-platform.png,Web3 onboarding platform providing wallet creation and management APIs to enable seamless user onboarding for crypto applications,"https://triangleplatform.com/",,,,,,,,FALSE,
trust,Trust,trust.png,"Self-custody multi-chain crypto wallet trusted by 200M+ users, supporting 10M+ assets across 100+ blockchains with built-in dApp browser, DeFi access, and NFT management.","https://trustwallet.com/","https://developer.trustwallet.com/developer",TrustWallet,trustwallet,trustwallet,,,,FALSE,
turnkey,Turnkey,turnkey.png,"Non-custodial wallet infrastructure secured by Trusted Execution Environments (TEEs), providing embedded wallets, smart contract wallet signing, and onchain automation via a single API with multi-chain support and 50-100 ms signing latency.","https://www.turnkey.com/","https://docs.turnkey.com/sdks/introduction",,,,,,,FALSE,
typechain,TypeChain,typechain.png,"Code generator that produces TypeScript bindings for Ethereum smart contracts, enabling type-safe contract interaction in TypeScript and JavaScript projects.",,,,dethcrypto/TypeChain,,,,,FALSE,
typhon-wallet,Typhon Wallet,typhon-wallet.png,"Cardano browser extension and web wallet with CIP-30 dApp connector support, staking, native tokens, NFT gallery, hardware wallet integration, and multi-wallet management.","https://typhonwallet.io/",,,,,,,,FALSE,
ucai,UCAI,ucai.png,Universal Contract AI Interface - open standard for connecting AI agents to blockchain smart contracts via ABI-to-MCP server generation,"https://github.com/nirholas/UCAI",,nirholas,nirholas/UCAI,,,,,FALSE,
